user_id,age,days_as_customer,total_payment_amount,total_payments_count,avg_payment_amount,days_since_last_activity,total_activity_duration,avg_activity_duration,label
464,58,209,530,11,48.18181818181818,-196,962,74.0,0
465,32,186,522,10,52.2,-191,1190,70.0,0
466,45,467,403,8,50.375,-160,1091,72.73333333333333,0
467,58,161,638,10,63.8,-177,645,80.625,0
468,24,305,396,8,49.5,-162,678,75.33333333333333,0
469,62,402,981,18,54.5,-138,670,47.857142857142854,0
470,20,346,120,4,30.0,-204,1363,68.15,0
471,21,391,347,9,38.55555555555556,62,278,39.714285714285715,1
472,41,337,501,9,55.666666666666664,-91,818,81.8,0
473,33,266,691,11,62.81818181818182,-33,576,82.28571428571429,0
474,54,193,346,7,49.42857142857143,-149,906,60.4,0
475,29,458,345,7,49.285714285714285,-128,572,63.55555555555556,0
476,23,222,403,9,44.77777777777778,-170,825,55.0,0
477,42,228,750,12,62.5,-168,400,57.142857142857146,0
478,33,292,700,10,70.0,-171,635,57.72727272727273,0
479,27,418,347,8,43.375,-86,1229,61.45,0
480,58,388,745,11,67.72727272727273,-204,1154,60.73684210526316,0
481,34,218,334,6,55.666666666666664,-184,548,54.8,0
482,69,301,550,11,50.0,-43,1220,76.25,0
483,61,274,174,3,58.0,17,452,64.57142857142857,0
484,22,299,661,11,60.09090909090909,-51,894,63.857142857142854,0
485,55,382,853,12,71.08333333333333,-185,1079,56.78947368421053,0
486,45,180,514,10,51.4,-192,721,45.0625,0
487,47,396,754,13,58.0,-159,283,47.166666666666664,0
488,42,307,133,3,44.333333333333336,-192,1379,68.95,0
489,33,323,402,7,57.42857142857143,-138,634,57.63636363636363,0
490,40,240,405,8,50.625,-138,1288,64.4,0
491,62,402,893,13,68.6923076923077,-76,398,56.857142857142854,0
492,60,333,571,12,47.583333333333336,-91,967,64.46666666666667,0
493,18,222,516,9,57.333333333333336,-121,296,49.333333333333336,0
494,61,187,485,10,48.5,-134,349,49.857142857142854,0
495,56,173,563,9,62.55555555555556,-177,964,68.85714285714286,0
496,36,413,438,7,62.57142857142857,-81,428,47.55555555555556,0
497,69,364,718,12,59.833333333333336,-201,1123,62.388888888888886,0
498,58,413,542,10,54.2,-178,1184,65.77777777777777,0
499,34,194,438,10,43.8,-196,590,45.38461538461539,0
